#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
6210|JPY|TOYO MACHINERY &amp; METAL CO|131083121|JP3609000009|-1.6137|1.5375|200000|
6217|JPY|TSUDAKOMA CORP|14016426|JP3533000000|-7.0252|6.9490|20000|
6222|JPY|SHIMA SEIKI MFG LTD|14016433|JP3356500003|-1.6137|1.5375|250000|
6235|JPY|OPTORUN CO LTD|296314007|JP3197760006|-2.4612|2.3850|55000|
6237|JPY|IWAKI CO LTD|222616200|JP3150100000|-6.4902|6.4140|25000|
6238|JPY|FURYU CORP|212550984|JP3826770004|-1.8352|1.7590|100000|
6245|JPY|HIRANO TECSEED CO (KINZOKU)|64925265|JP3795800006|-6.8262|6.7500|35000|
6247|JPY|HISAKA WORKS LTD|14016443|JP3784200002|-0.9972|0.9210|450000|
6250|JPY|YAMABIKO CORP|112131203|JP3943000004|-0.9552|0.8790|400000|
6256|JPY|NUFLARE TECHNOLOGY INC|131093698|JP3756350009|-3.0722|2.9960|150000|
6258|JPY|HIRATA CORP|131083930|JP3795300007|-7.6022|7.5260|55000|
6262|JPY|PEGASUS SEWING MACHINE MFG|38190827|JP3836300008|-1.9712|1.8950|150000|
6268|JPY|NABTESCO CORP|46013387|JP3651210001|-1.0582|0.9820|2900000|
6269|JPY|MODEC INC|47416920|JP3888250002|-1.0052|0.9290|500000|
6271|JPY|NISSEI CORP|47416925|JP3678400007|-2.9502|2.8740|20000|
6272|JPY|RHEON AUTOMATIC MACHINERY|14016446|JP3979400003|-1.0812|1.0050|150000|
6273|JPY|SMC CORPORATION|14016451|JP3162600005|-1.3512|1.2750|700000|
6277|JPY|HOSOKAWA MICRON CORP|14016457|JP3846000002|-1.0752|0.9990|150000|
6278|JPY|UNION TOOL CO|14016460|JP3950600001|-0.9832|0.9070|150000|
6282|JPY|OILES CORP|14016466|JP3174200000|-0.9562|0.8800|200000|
6284|JPY|NISSEI ASB MACHINE CO LTD|122259466|JP3678200001|-2.5142|2.4380|90000|
6287|JPY|SATO HOLDINGS CORP|14016471|JP3321400008|-1.0887|1.0125|450000|
6289|JPY|GIKEN LTD|131081542|JP3264200001|-1.8712|1.7950|40000|
6293|JPY|NISSEI PLASTIC INDUSTRIAL CO|14016472|JP3679000004|-0.9932|0.9170|350000|
6298|JPY|YAC HOLDINGS CO LTD|47416929|JP3990600003|-2.6572|2.5810|65000|
6301|JPY|KOMATSU LTD|13905624|JP3304200003|-1.0452|0.9690|7800000|
6302|JPY|SUMITOMO HEAVY INDUSTRIES|13905629|JP3405400007|-1.0862|1.0100|2500000|
6305|JPY|HITACHI CONSTRUCTION MACHINE|14016477|JP3787000003|-1.3512|1.2750|2300000|
6306|JPY|NIKKO CO LTD|14016481|JP3669200002|-0.9772|0.9010|40000|
6309|JPY|TOMOE ENGINEERING CO LTD|47416932|JP3631600008|-1.0032|0.9270|100000|
6310|JPY|ISEKI &amp; CO LTD|14016484|JP3139600005|-1.0422|0.9660|200000|
6315|JPY|TOWA CORPORATION|14016494|JP3555700008|-1.4162|1.3400|150000|
6316|JPY|MARUYAMA MFG CO INC|14016496|JP3878800006|-1.9022|1.8260|70000|
6317|JPY|KITAGAWA CORP|14016501|JP3237200005|-1.0102|0.9340|150000|
6319|JPY|SNT CORPORATION|14031547|JP3379600004|-1.0902|1.0140|250000|
6323|JPY|RORZE CORP|131083965|JP3982200002|-13.8540|13.7778|65000|
6324|JPY|HARMONIC DRIVE SYSTEMS INC|131085296|JP3765150002|-16.8851|16.8089|100000|
6326|JPY|KUBOTA CORP|13905633|JP3266400005|-0.9452|0.8690|>10000000|
6328|JPY|EBARA JITSUGYO CO LTD|14031561|JP3165950001|-1.0392|0.9630|30000|
6330|JPY|TOYO ENGINEERING CORP|14016506|JP3607800004|-2.9662|2.8900|100000|
6331|JPY|MITSUBISHI KAKOKI KAISHA LTD|14016511|JP3896000001|-1.3522|1.2760|40000|
6332|JPY|TSUKISHIMA KIKAI CO LTD|14016515|JP3532200007|-1.0682|0.9920|550000|
6333|JPY|TEIKOKU ELECTRIC MFG CO LTD|46032736|JP3541800003|-1.0072|0.9310|150000|
6339|JPY|SINTOKOGIO LTD|14016521|JP3378200004|-0.9902|0.9140|1100000|
6340|JPY|SHIBUYA CORPORATION|14016524|JP3356000004|-0.9892|0.9130|350000|
6345|JPY|AICHI CORP.|14016530|JP3103200006|-0.9752|0.8990|300000|
6349|JPY|KOMORI CORP|14016535|JP3305800009|-1.0012|0.9250|2100000|
6351|JPY|TSURUMI MANUFACTURING CO LTD|14016536|JP3536200003|-1.0072|0.9310|550000|
6355|JPY|SUMITOMO PRECISION PRODUCTS|14016545|JP3405800008|-0.9802|0.9040|30000|
6357|JPY|SANSEI TECHNOLOGIES INC|61173781|JP3334800004|-5.5762|5.5000|45000|
6358|JPY|SAKAI HEAVY INDUSTRIES LTD|14016548|JP3313200002|-1.2912|1.2150|50000|
6361|JPY|EBARA CORP|13905636|JP3166000004|-1.0887|1.0125|2000000|
6363|JPY|TORISHIMA PUMP MFG CO LTD|14016558|JP3636600003|-1.0242|0.9480|250000|
6364|JPY|HOKUETSU INDUSTRIES CO LTD|14031595|JP3841400009|-1.0887|1.0125|150000|
6365|JPY|DMW CORP|14031598|JP3550800001|-5.8262|5.7500|9000|
6366|JPY|CHIYODA CORP|13905643|JP3528600004|-13.7733|13.6971|550000|
6367|JPY|DAIKIN INDUSTRIES LTD|13857203|JP3481800005|-1.3512|1.2750|3200000|
6368|JPY|ORGANO CORP.|14016560|JP3201600008|-0.9902|0.9140|150000|
6369|JPY|TOYO KANETSU K K|14016565|JP3554400006|-1.1022|1.0260|100000|
6370|JPY|KURITA WATER INDUSTRIES LTD|14016570|JP3270000007|-1.3512|1.2750|2900000|
6371|JPY|TSUBAKIMOTO CHAIN CO|14016575|JP3535400000|-1.0887|1.0125|700000|
6373|JPY|DAIDO KOGYO CO LTD|14016578|JP3489000004|-1.7732|1.6970|55000|
6376|JPY|NIKKISO CO LTD|14016589|JP3668000007|-1.0502|0.9740|1700000|
6378|JPY|KIMURA CHEMICAL PLANTS CO|14016595|JP3242000002|-1.8992|1.8230|50000|
6379|JPY|RAIZNEXT CORP|14031600|JP3331600001|-1.0092|0.9330|500000|
6381|JPY|ANEST IWATA CORP|14016598|JP3122450004|-1.0542|0.9780|350000|
6383|JPY|DAIFUKU CO LTD|14016601|JP3497400006|-1.6137|1.5375|1700000|
6390|JPY|KATO WORKS CO LTD|14016604|JP3213800000|-1.0132|0.9370|100000|
6393|JPY|YUKEN KOGYO CO LTD|14016608|JP3948000009|-0.9802|0.9040|20000|
6395|JPY|TADANO LTD|14016613|JP3465000002|-1.3512|1.2750|1900000|
6406|JPY|FUJITEC CO LTD|14016618|JP3818800009|-0.9782|0.9020|1300000|
6407|JPY|CKD CORPORATION|14016623|JP3346800000|-1.0412|0.9650|300000|
6409|JPY|KITO CORP|45637845|JP3240800007|-1.0362|0.9600|100000|
6412|JPY|HEIWA CORP|14016625|JP3834200002|-1.0122|0.9360|600000|
6413|JPY|RISO KAGAKU CORP|112131209|JP3974400008|-1.0887|1.0125|250000|
6417|JPY|SANKYO CO LTD|14016628|JP3326410002|-1.3512|1.2750|1300000|
6418|JPY|JAPAN CASH MACHINE CO LTD|14031632|JP3697800005|-3.4513|3.3751|90000|
6419|JPY|MARS GROUP HOLDINGS CORP|14016635|JP3860220007|-0.9482|0.8720|100000|
6420|JPY|FUKUSHIMA INDUSTRIES CORP|47416939|JP3805150004|-1.0887|1.0125|300000|
6425|JPY|UNIVERSAL ENTERTAINMENT CORP|131086711|JP3126130008|-2.7012|2.6250|350000|
6430|JPY|DAIKOKU DENKI CO LTD|46013390|JP3483100008|-1.8392|1.7630|100000|
6432|JPY|TAKEUCHI MFG CO LTD|131087630|JP3462660006|-1.0152|0.9390|850000|
6436|JPY|AMANO CORP|14016651|JP3124400007|-1.0072|0.9310|1300000|
6440|JPY|JUKI CORPORATION|14016654|JP3390400004|-1.0312|0.9550|500000|
6444|JPY|SANDEN HOLDINGS CORP|14016656|JP3336400001|-1.0812|1.0050|200000|
6445|JPY|JANOME SEWING MACHINE CO LTD|14016661|JP3389400007|-0.9832|0.9070|300000|
6448|JPY|BROTHER INDUSTRIES LTD|14016666|JP3830000000|-1.3512|1.2750|4000000|
6454|JPY|MAX CO LTD|14016675|JP3864800002|-0.9942|0.9180|350000|
6455|JPY|MORITA HOLDINGS CORP|14016678|JP3925600003|-0.9942|0.9180|300000|
6457|JPY|GLORY LTD|14016681|JP3274400005|-0.9822|0.9060|1300000|
6458|JPY|SINKO INDUSTRIES LTD|131084898|JP3372800007|-0.9972|0.9210|150000|
6459|JPY|DAIWA INDUSTRIES LTD|14016684|JP3505800007|-1.0152|0.9390|1100000|
6460|JPY|SEGA SAMMY HOLDINGS INC|31764857|JP3419050004|-0.9942|0.9180|4600000|
6461|JPY|NIPPON PISTON RING CO LTD|14016690|JP3747400004|-1.3002|1.2240|100000|
6462|JPY|RIKEN CORP|14016695|JP3970600007|-0.9862|0.9100|250000|
6463|JPY|TPR CO LTD|14016696|JP3542400001|-0.9942|0.9180|700000|
6464|JPY|TSUBAKI NAKASHIMA CO LTD|212481824|JP3534410000|-1.5312|1.4550|600000|
6465|JPY|HOSHIZAKI CORPORATION|112131190|JP3845770001|-1.0172|0.9410|850000|
6470|JPY|TAIHO KOGYO CO|14016701|JP3449080005|-1.3512|1.2750|400000|
6471|JPY|NSK LTD|13905646|JP3720800006|-1.0602|0.9840|7200000|
6472|JPY|NTN CORP|13905648|JP3165600002|-1.0887|1.0125|7100000|
6473|JPY|JTEKT CORP|13905653|JP3292200007|-1.3512|1.2750|5500000|
6474|JPY|NACHI-FUJIKOSHI CORP|13905658|JP3813200007|-1.4037|1.3275|300000|
6479|JPY|MINEBEA MITSUMI INC|13905663|JP3906000009|-1.0122|0.9360|6700000|
6480|JPY|NIPPON THOMPSON CO LTD|14016709|JP3739400004|-1.0342|0.9580|950000|
6481|JPY|THK CO LTD|14016714|JP3539250005|-1.3512|1.2750|2800000|
6482|JPY|YUSHIN PRECISION EQUIPMENT|14016719|JP3944500002|-1.7382|1.6620|250000|
6485|JPY|MAEZAWA KYUSO INDUSTRIES CO|14031666|JP3860300007|-1.0887|1.0125|250000|
6486|JPY|EAGLE INDUSTRY CO LTD|14016721|JP3130400009|-0.9662|0.8900|750000|
6490|JPY|NIPPON PILLAR PACKING CO LTD|14016731|JP3747800005|-0.9782|0.9020|300000|
6493|JPY|NITTAN VALVE CO LTD|14031672|JP3680000001|-4.3482|4.2720|100000|
6498|JPY|KITZ CORP|14016734|JP3240700009|-1.0012|0.9250|2400000|
6501|JPY|HITACHI LTD|13905665|JP3788600009|-5.2509|5.1747|>10000000|
6502|JPY|TOSHIBA CORP|13905668|JP3592200004|-1.3512|1.2750|4500000|
6503|JPY|MITSUBISHI ELECTRIC CORP|13905675|JP3902400005|-1.0332|0.9570|>10000000|
6504|JPY|FUJI ELECTRIC CO LTD|13905678|JP3820000002|-1.0622|0.9860|2300000|
6505|JPY|TOYO DENKI SEIZO -TOYO ELEC|14016738|JP3617000009|-2.1272|2.0510|50000|
6506|JPY|YASKAWA ELECTRIC CORP|14016743|JP3932000007|-1.3512|1.2750|1400000|
6507|JPY|SINFONIA TECHNOLOGY CO LTD|14016744|JP3375400003|-1.3512|1.2750|250000|
6508|JPY|MEIDENSHA CORP|13905680|JP3919800007|-1.0887|1.0125|850000|
6513|JPY|ORIGIN CO LTD|14016749|JP3200400004|-1.3012|1.2250|75000|
6516|JPY|SANYO DENKI CO LTD|14031680|JP3340800006|-1.2200|1.1438|100000|
6517|JPY|DENYO CO LTD|14016755|JP3551600004|-0.9662|0.8900|250000|
6541|JPY|GRACE TECHNOLOGY INC|255839376|JP3274260003|-14.5344|14.4582|5000|
6544|JPY|JAPAN ELEVATOR SERVICE HOLDI|265931870|JP3389510003|-6.5182|6.4420|90000|
6547|JPY|GREENS CO LTD|266306165|JP3274090004|-3.3682|3.2920|15000|
6556|JPY|WELBE INC|288039384|JP3155390002|-7.7572|7.6810|60000|
6569|JPY|NISSO CORP|306541418|JP3679860001|-2.8292|2.7530|15000|
6571|JPY|QB NET HOLDINGS CO LTD|308072033|JP3244750000|-1.8362|1.7600|70000|
6584|JPY|SANOH INDUSTRIAL CO LTD|14016764|JP3325200008|-1.0182|0.9420|80000|
6586|JPY|MAKITA CORP|14016770|JP3862400003|-1.6137|1.5375|3700000|
6588|JPY|TOSHIBA TEC CORP|14016776|JP3594000006|-1.4825|1.4063|600000|
6590|JPY|SHIBAURA MECHATRONICS CORP|14016781|JP3355000005|-0.9872|0.9110|100000|
6592|JPY|MABUCHI MOTOR CO LTD|14016787|JP3870000001|-1.3512|1.2750|1100000|
6594|JPY|NIDEC CORP|14016790|JP3734800000|-1.3512|1.2750|1700000|
6615|JPY|UMC ELECTRONICS CO LTD|221908990|JP3944330004|-5.3692|5.2930|40000|
6617|JPY|TAKAOKA TOKO CO LTD|114841997|JP3591600006|-1.0352|0.9590|150000|
6619|JPY|W-SCOPE CORP|98743445|JP3505970008|-10.1026|10.0264|300000|
6622|JPY|DAIHEN CORP|14016796|JP3497800007|-1.0592|0.9830|300000|
6630|JPY|YA-MAN LTD|105430023|JP3930050004|-4.2962|4.2200|75000|
6632|JPY|JVCKENWOOD CORP|55693147|JP3386410009|-1.2252|1.1490|5500000|
6638|JPY|MIMAKI ENGINEERING CO LTD|131083450|JP3907150001|-2.8222|2.7460|65000|
6640|JPY|DAI-ICHI SEIKO CO LTD|112131196|JP3476210004|-1.1302|1.0540|85000|
6641|JPY|NISSIN ELECTRIC CO LTD|14016800|JP3677600003|-1.0162|0.9400|1300000|
6643|JPY|TOGAMI ELECTRIC MFG CO LTD|14031695|JP3623400003|-5.3732|5.2970|20000|
6644|JPY|OSAKI ELECTRIC CO LTD|14016805|JP3187600006|-1.0887|1.0125|1400000|
6645|JPY|OMRON CORP|14016810|JP3197800000|-1.0272|0.9510|2100000|
6651|JPY|NITTO KOGYO CORP|14016815|JP3682400001|-1.3512|1.2750|400000|
6652|JPY|IDEC CORP|14016817|JP3138800002|-1.0887|1.0125|250000|
6670|JPY|MCJ CO LTD|112131193|JP3167420003|-1.0372|0.9610|1500000|
6674|JPY|GS YUASA CORP|28426592|JP3385820000|-1.0432|0.9670|1200000|
6675|JPY|SAXA HOLDINGS INC|103948269|JP3471200000|-1.7962|1.7200|85000|
6676|JPY|MELCO HOLDINGS INC|45689492|JP3921080002|-1.1602|1.0840|9000|
6678|JPY|TECHNO MEDICA CO LTD|43257615|JP3545110003|-1.6112|1.5350|8000|
6701|JPY|NEC CORPORATION|13905685|JP3733000008|-0.9932|0.9170|3000000|
6702|JPY|FUJITSU LTD|13905690|JP3818000006|-1.3512|1.2750|3000000|
6703|JPY|OKI ELECTRIC INDUSTRY CO LTD|13905695|JP3194000000|-1.3512|1.2750|1600000|
6704|JPY|IWATSU ELECTRIC CO LTD|14016820|JP3150400004|-1.0522|0.9760|35000|
6706|JPY|DENKI KOGYO CO LTD|14016830|JP3550000008|-1.0887|1.0125|200000|
6707|JPY|SANKEN ELECTRIC CO LTD|14016835|JP3329600005|-1.0482|0.9720|600000|
6715|JPY|NAKAYO INC|14031719|JP3646800007|-1.0762|1.0000|25000|
6718|JPY|AIPHONE CO LTD|14016850|JP3105050003|-0.9872|0.9110|95000|
6723|JPY|RENESAS ELECTRONICS CORP|31676917|JP3164720009|-1.8762|1.8000|>10000000|
6724|JPY|SEIKO EPSON CORP|28346247|JP3414750004|-2.1387|2.0625|4800000|
6727|JPY|WACOM CO LTD|37471027|JP3993400005|-1.0342|0.9580|1900000|
6728|JPY|ULVAC INC|42847524|JP3126190002|-1.0392|0.9630|1100000|
6737|JPY|EIZO CORP|46013530|JP3651080008|-1.0887|1.0125|100000|
6741|JPY|NIPPON SIGNAL COMPANY LTD|14016855|JP3716000009|-1.0887|1.0125|1300000|
6742|JPY|KYOSAN ELECTRIC MFG CO LTD|14016856|JP3248800009|-1.0042|0.9280|450000|
6744|JPY|NOHMI BOSAI LTD|14016861|JP3759800000|-0.9892|0.9130|400000|
6745|JPY|HOCHIKI CORP|14016865|JP3837400005|-1.0672|0.9910|200000|
6750|JPY|ELECOM CO LTD|129106747|JP3168200008|-0.9602|0.8840|600000|
6752|JPY|PANASONIC CORP|13905699|JP3866800000|-1.0253|0.9491|>10000000|
6753|JPY|SHARP CORP|13905702|JP3359600008|-1.5862|1.5100|2800000|
6754|JPY|ANRITSU CORP|14016878|JP3128800004|-8.1764|8.1002|50000|
6755|JPY|FUJITSU GENERAL LTD|14016880|JP3818400008|-1.6137|1.5375|850000|
6758|JPY|SONY CORPORATION|13905705|JP3435000009|-1.3926|1.3164|>10000000|
6762|JPY|TDK CORPORATION|13905708|JP3538800008|-1.1634|1.0872|1500000|
6763|JPY|TEIKOKU TSUSHIN KOGYO CO LTD|14016896|JP3541600007|-1.0672|0.9910|70000|
6768|JPY|TAMURA CORP|14016911|JP3471000004|-1.0652|0.9890|750000|
6770|JPY|ALPS ALPINE CO LTD|13905720|JP3126400005|-1.3512|1.2750|3900000|
6771|JPY|IKEGAMI TSUSHINKI CO LTD|14016913|JP3132000005|-3.3252|3.2490|20000|
6779|JPY|NIHON DEMPA KOGYO CO LTD|14016916|JP3737800007|-2.0172|1.9410|95000|
6785|JPY|SUZUKI CO LTD|129106750|JP3397210000|-2.2542|2.1780|45000|
6787|JPY|MEIKO ELECTRONICS CO LTD|131083054|JP3915350007|-9.0817|9.0055|15000|
6788|JPY|NIHON TRIM CO LTD|108003327|JP3739700007|-2.8132|2.7370|15000|
6789|JPY|ROLAND DG CORP|14031747|JP3983450002|-0.9682|0.8920|250000|
6794|JPY|FOSTER ELECTRIC CO LTD|14016941|JP3802800007|-1.3512|1.2750|700000|
6798|JPY|SMK CORP|14016947|JP3162400000|-1.1032|1.0270|35000|
6800|JPY|YOKOWO CO LTD|14016950|JP3954200006|-1.2542|1.1780|75000|
6804|JPY|HOSIDEN CORP|14016961|JP3845800006|-1.0122|0.9360|1400000|
6806|JPY|HIROSE ELECTRIC CO LTD|14016964|JP3799000009|-1.0242|0.9480|500000|
6807|JPY|JAPAN AVIATION ELECTRONICS|14016971|JP3705600009|-1.6137|1.5375|1600000|
6809|JPY|TOA CORPORATION|14016976|JP3538600002|-0.9552|0.8790|400000|
6810|JPY|MAXELL HOLDINGS LTD|144306844|JP3791800000|-1.7442|1.6680|650000|
6814|JPY|FURUNO ELECTRIC CO LTD|131084394|JP3828400006|-8.1764|8.1002|550000|
6815|JPY|UNIDEN HOLDINGS CORP|14016986|JP3952000002|-0.9652|0.8890|50000|
6817|JPY|SUMIDA CORP|14016995|JP3400800003|-1.9912|1.9150|300000|
6820|JPY|ICOM INC|14017001|JP3101400004|-1.0592|0.9830|100000|
6823|JPY|RION CO LTD|14031756|JP3969700008|-0.9992|0.9230|100000|
6826|JPY|HONDA TSUSHIN KOGYO CO LTD|14031767|JP3854650003|-3.6982|3.6220|35000|
6832|JPY|AOI ELECTRONICS CO LTD|14031773|JP3105280006|-2.9632|2.8870|30000|
6839|JPY|FUNAI ELECTRIC CO LTD|14017004|JP3825850005|-5.8592|5.7830|100000|
6841|JPY|YOKOGAWA ELECTRIC CORP|13905738|JP3955000009|-0.9862|0.9100|4000000|
6844|JPY|SHINDENGEN ELECTRIC MFG|14017010|JP3377800002|-0.9852|0.9090|250000|
6845|JPY|AZBIL CORP|14017015|JP3937200008|-1.0887|1.0125|2200000|
6848|JPY|DKK TOA CORP|14031790|JP3557200007|-1.0092|0.9330|40000|
6849|JPY|NIHON KOHDEN CORP|14017016|JP3706800004|-1.1046|1.0284|1900000|
6850|JPY|CHINO CORP|14017021|JP3511000006|-1.0962|1.0200|40000|
6853|JPY|KYOWA ELECTRONIC INSTRUMENTS|14017025|JP3255200002|-1.0562|0.9800|150000|
6856|JPY|HORIBA LTD|14017028|JP3853000002|-1.3512|1.2750|950000|
6857|JPY|ADVANTEST CORP|13905743|JP3122400009|-1.3512|1.2750|2400000|
6858|JPY|ONO SOKKI CO LTD|14017035|JP3196800001|-1.8212|1.7450|30000|
6859|JPY|ESPEC CORP|14017038|JP3469800001|-1.0562|0.9800|300000|
6861|JPY|KEYENCE CORP|14017040|JP3236200006|-1.3512|1.2750|1300000|
6866|JPY|HIOKI E E CORP|14031797|JP3783200003|-1.0492|0.9730|85000|
6869|JPY|SYSMEX CORP|14017045|JP3351100007|-1.0887|1.0125|2500000|
6871|JPY|MICRONICS JAPAN CO LTD|131083948|JP3750400008|-3.9763|3.9001|300000|
6875|JPY|MEGACHIPS CORP|14017050|JP3920860008|-6.0134|5.9372|300000|
6877|JPY|OBARA GROUP INC|100072943|JP3197650009|-1.0632|0.9870|150000|
6879|JPY|IMAGICA GROUP INC|129106755|JP3802900005|-3.2752|3.1990|40000|
6882|JPY|SANSHA ELECTRIC MANUF CO LTD|124012887|JP3332600000|-4.3432|4.2670|60000|
6890|JPY|FERROTEC HOLDINGS CORP|131086334|JP3802720007|-2.4202|2.3440|300000|
6899|JPY|ASTI CORP|112131229|JP3119960007|-3.3282|3.2520|15000|
6902|JPY|DENSO CORP|13905745|JP3551500006|-0.9852|0.9090|5000000|
6905|JPY|COSEL CO LTD|14017062|JP3283700007|-1.1722|1.0960|150000|
6908|JPY|IRISO ELECTRONICS CO LTD|131082342|JP3149800009|-2.9263|2.8501|450000|
6914|JPY|OPTEX GROUP CO LTD|14031833|JP3197700002|-1.0887|1.0125|350000|
6915|JPY|CHIYODA INTEGRE CO LTD|14031836|JP3528450004|-0.9762|0.9000|150000|
6916|JPY|I-O DATA DEVICE INC|131084108|JP3100750003|-1.7952|1.7190|85000|
6920|JPY|LASERTEC CORP|112131223|JP3979200007|-1.0102|0.9340|500000|
6923|JPY|STANLEY ELECTRIC CO LTD|14017080|JP3399400005|-1.0887|1.0125|2600000|
6924|JPY|IWASAKI ELECTRIC CO LTD|14017085|JP3150800005|-0.9992|0.9230|80000|
6925|JPY|USHIO INC|14017088|JP3156400008|-1.0887|1.0125|3200000|
6927|JPY|HELIOS TECHNO HOLDING CO LTD|131085597|JP3802700009|-3.3662|3.2900|45000|
6928|JPY|ENOMOTO CO LTD|131083877|JP3165800008|-4.8122|4.7360|30000|
6929|JPY|NIPPON CERAMIC CO LTD|14017093|JP3725200004|-0.9902|0.9140|250000|
6932|JPY|ENDO LIGHTING CORP|131082014|JP3169600008|-2.6052|2.5290|200000|
6937|JPY|FURUKAWA BATTERY CO LTD|14017108|JP3827600002|-4.4002|4.3240|55000|
6941|JPY|YAMAICHI ELECTRONICS CO LTD|112131224|JP3934200001|-2.3722|2.2960|150000|
6945|JPY|FUJITSU FRONTECH LTD|14031855|JP3818200002|-1.0887|1.0125|200000|
6947|JPY|ZUKEN INC|14017118|JP3412000006|-1.0682|0.9920|400000|
6951|JPY|JEOL LTD|14017127|JP3735000006|-1.3512|1.2750|600000|
6952|JPY|CASIO COMPUTER CO LTD|13905755|JP3209000003|-1.3501|1.2739|3400000|
6954|JPY|FANUC CORP|13905758|JP3802400006|-1.2387|1.1625|2100000|
6955|JPY|FDK CORPORATION|14017128|JP3820400004|-19.5995|19.5233|70000|
6957|JPY|SHIBAURA ELECTRONICS CO LTD|131086807|JP3354800009|-3.0882|3.0120|20000|
6958|JPY|CMK CORPORATION|14017133|JP3712000003|-2.9263|2.8501|450000|
6961|JPY|ENPLAS CORP|14019561|JP3169800004|-0.9712|0.8950|250000|
6962|JPY|DAISHINKU CORP|131087387|JP3484400001|-2.5202|2.4440|50000|
6963|JPY|ROHM CO LTD|14019584|JP3982800009|-0.9812|0.9050|1800000|
6965|JPY|HAMAMATSU PHOTONICS KK|14017145|JP3771800004|-1.3512|1.2750|2300000|
6966|JPY|MITSUI HIGH-TEC INC|14017148|JP3892400007|-6.6014|6.5252|200000|
6967|JPY|SHINKO ELECTRIC INDUSTRIES|14017155|JP3375800004|-1.0887|1.0125|1200000|
6971|JPY|KYOCERA CORP|13905762|JP3249600002|-1.3890|1.3128|3800000|
6976|JPY|TAIYO YUDEN CO LTD|13905767|JP3452000007|-3.0422|2.9660|200000|
6981|JPY|MURATA MANUFACTURING CO LTD|14017175|JP3914400001|-1.0192|0.9430|6500000|
6986|JPY|FUTABA CORP|14017181|JP3824400000|-0.9802|0.9040|750000|
6988|JPY|NITTO DENKO CORP|14017185|JP3684000007|-1.0822|1.0060|2100000|
6989|JPY|HOKURIKU ELECTRIC INDUSTRY|14017188|JP3844600001|-1.4112|1.3350|30000|
6994|JPY|SHIZUKI ELECTRIC CO INC|14031895|JP3352800001|-4.0762|4.0000|85000|
6995|JPY|TOKAI RIKA CO LTD|14017195|JP3566600007|-1.0142|0.9380|2100000|
6996|JPY|NICHICON CORP|14017198|JP3661800007|-1.4037|1.3275|1100000|
6997|JPY|NIPPON CHEMI-CON CORP|14017200|JP3701200002|-1.0642|0.9880|250000|
6998|JPY|NIPPON TUNGSTEN CO LTD|14031896|JP3727000006|-4.8262|4.7500|10000|
6999|JPY|KOA CORPORATION|14017205|JP3283400004|-0.9772|0.9010|400000|
7003|JPY|MITSUI E&amp;S HOLDINGS CO LTD|13905773|JP3891600003|-1.3751|1.2989|1600000|
7004|JPY|HITACHI ZOSEN CORP|13905779|JP3789000001|-1.0132|0.9370|4200000|
7011|JPY|MITSUBISHI HEAVY INDUSTRIES|13905782|JP3900000005|-1.6137|1.5375|2900000|
7012|JPY|KAWASAKI HEAVY INDUSTRIES|13905785|JP3224200000|-1.3512|1.2750|2700000|
7013|JPY|IHI CORP|13905788|JP3134800006|-0.9682|0.8920|3200000|
7014|JPY|NAMURA SHIPBUILDING CO LTD|59348782|JP3651400008|-0.9682|0.8920|200000|
7102|JPY|NIPPON SHARYO LTD|13905795|JP3713600009|-2.4882|2.4120|85000|
7105|JPY|MITSUBISHI LOGISNEXT CO LTD|14017215|JP3753800006|-1.0887|1.0125|500000|
7122|JPY|KINKI SHARYO CO LTD|14017218|JP3258800006|-1.4192|1.3430|15000|
7148|JPY|FINANCIAL PRODUCTS GROUP CO|129106815|JP3166990006|-1.0462|0.9700|600000|
7164|JPY|ZENKOKU HOSHO CO LTD|118965725|JP3429250008|-1.0432|0.9670|1400000|
7167|JPY|MEBUKI FINANCIAL GROUP INC|138396592|JP3117700009|-1.0542|0.9780|>10000000|
7173|JPY|TOKYO KIRABOSHI FINANCIAL GR|165779122|JP3584400000|-1.0712|0.9950|300000|
7177|JPY|GMO FINANCIAL HOLDINGS INC|185916303|JP3386550002|-4.8262|4.7500|100000|
7180|JPY|KYUSHU FINANCIAL GROUP INC|205624376|JP3246500007|-1.6137|1.5375|6900000|
7181|JPY|JAPAN POST INSURANCE CO LTD|206408211|JP3233250004|-1.0602|0.9840|2100000|
7182|JPY|JAPAN POST BANK CO LTD|206408214|JP3946750001|-1.3512|1.2750|5400000|
7184|JPY|FIRST BANK OF TOYAMA LTD-THE|222425058|JP3632150003|-1.3792|1.3030|150000|
7186|JPY|CONCORDIA FINANCIAL GROUP LT|224706714|JP3305990008|-1.1577|1.0815|>10000000|
7189|JPY|NISHI-NIPPON FINANCIAL HOLDI|246980426|JP3658850007|-0.9712|0.8950|5400000|
7198|JPY|ARUHI CORPORATION|295396133|JP3126290000|-5.5762|5.5000|250000|
7199|JPY|PREMIUM GROUP CO LTD|296314008|JP3833710001|-5.3262|5.2500|250000|
7201|JPY|NISSAN MOTOR CO LTD|13905798|JP3672400003|-1.0857|1.0095|>10000000|
7202|JPY|ISUZU MOTORS LTD|13905801|JP3137200006|-1.1395|1.0633|9500000|
7203|JPY|TOYOTA MOTOR CORP|13905804|JP3633400001|-1.0887|1.0125|>10000000|
